http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-05-08T15:56:00,2016-05-08T15:56:00,-86,0
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-05-08T16:04:00,2016-05-08T16:04:00,-39,-39
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-07-06T15:56:00,2016-07-06T15:56:00,-11,
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-07-06T16:04:00,2016-07-06T16:04:00,18,18
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-01-03T15:56:00,2016-01-03T15:56:00,89,0
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-01-03T16:04:00,2016-01-03T16:04:00,140,140
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-03-04T15:56:00,2016-03-04T15:56:00,-107,0
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-03-04T16:04:00,2016-03-04T16:04:00,-84,-84
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-05-31T15:56:00,2016-05-31T15:56:00,-91,0
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-05-31T16:04:00,2016-05-31T16:04:00,-54,-54
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-05-05T15:56:00,2016-05-05T15:56:00,-142,0
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-05-05T16:04:00,2016-05-05T16:04:00,-78,-78
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-04-03T15:56:00,2016-04-03T15:56:00,-167,0
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-04-03T16:04:00,2016-04-03T16:04:00,-122,-122
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-11-06T15:56:00,2016-11-06T15:56:00,-130,
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-11-06T16:04:00,2016-11-06T16:04:00,-77,-77
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814001,None,2016-08-29T15:56:00,2016-08-29T15:56:00,-34,
http://irail.be/vehicle/None9145,http://irail.be/stations/NMBS/008814308,None,2016-08-29T16:04:00,2016-08-29T16:04:00,23,23
