http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-05-02T07:56:00,2019-05-02T07:56:00,-98,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-05-02T08:04:00,2019-05-02T08:04:00,-70,-70
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-03-26T07:56:00,2019-03-26T07:56:00,831,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-03-26T08:04:00,2019-03-26T08:04:00,900,900
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-02-22T07:56:00,2019-02-22T07:56:00,-146,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-02-22T08:04:00,2019-02-22T08:04:00,-138,-138
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-02-20T07:56:00,2019-02-20T07:56:00,-96,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-02-20T08:04:00,2019-02-20T08:04:00,-37,-37
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-01-09T07:56:00,2019-01-09T07:56:00,2,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-01-09T08:04:00,2019-01-09T08:04:00,132,132
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-03-04T07:56:00,2019-03-04T07:56:00,98,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-03-04T08:04:00,2019-03-04T08:04:00,108,108
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-03-07T07:56:00,2019-03-07T07:56:00,69,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-03-07T08:04:00,2019-03-07T08:04:00,114,114
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-03-06T07:56:00,2019-03-06T07:56:00,498,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-03-06T08:04:00,2019-03-06T08:04:00,510,510
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-02-14T07:56:00,2019-02-14T07:56:00,77,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-02-14T08:04:00,2019-02-14T08:04:00,151,151
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-04-29T07:56:00,2019-04-29T07:56:00,117,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-04-29T08:04:00,2019-04-29T08:04:00,179,179
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-02-15T07:56:00,2019-02-15T07:56:00,52,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-02-15T08:04:00,2019-02-15T08:04:00,96,96
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-01-28T07:56:00,2019-01-28T07:56:00,-344,
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814308,None,2019-01-28T08:04:00,2019-01-28T08:04:00,-194,-194
http://irail.be/vehicle/None9113,http://irail.be/stations/NMBS/008814001,None,2019-05-09T07:56:00,2019-05-09T07:56:00,-48,
